,Papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBITDA,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Brut/ Patrim.,Cresc. Rec.5a
519,CGRA4,2582,957,098,1103,"4,27%",669,269,1206,895,822,"9,14%","11,52%",274,"6,50%","10,22%","417.945,00","530.643.000,00",000,"4,26%"
520,CGRA3,2590,960,098,1106,"4,26%",671,270,1210,898,825,"9,14%","11,52%",274,"6,50%","10,22%","27.642,10","530.643.000,00",000,"4,26%"
521,SOND3,3800,966,179,1528,"15,06%",1217,319,1299,478,797,"11,76%","15,83%",297,"14,45%","18,59%",37326,"52.039.000,00",000,"-19,50%"
522,CPLE6,6325,966,099,1118,"2,29%",471,921,520,-142,615,"21,49%","11,99%",139,"10,07%","10,27%","53.042.400,00","17.451.900.000,00",063,"1,07%"
523,BRGE11,654,968,041,17332,"5,13%",148,083,-115,098,292,"-1.501,78%","268,48%",141,"-26,86%","4,21%",61840,"1.181.120.000,00",000,"-1,54%"
524,FIGE3,4300,972,045,30048,"0,09%",448,4194,4512,4978,4404,"66,60%","309,08%",1324,"1,00%","4,62%",000,"226.080.000,00",000,"0,00%"
525,CTWR3,10000,976,5677,0317,"0,00%",1141,379,-1064,-14217,-891,"-2,98%","3,25%",145,"-21,86%","581,91%",000,"879.000,00",552,"4,94%"
526,VIVO4,7180,981,293,1491,"0,00%",1282,-3187,678,-517,722,"22,01%","15,20%",89,"23,92%","29,88%",000,"9.816.290.000,00",035,"13,06%"
527,TIMP3,1354,983,151,1901,"3,44%",842,-5808,1277,-314,436,"14,88%","19,34%",92,"7,48%","15,33%","51.221.800,00","21.762.700.000,00",010,"-0,39%"
528,LUXM3,1000,985,045,0412,"0,00%",270,-5212,450,-089,280,"9,16%","4,18%",95,"6,34%","4,58%",000,"115.330.000,00",029,"16,05%"
529,CRIV4,694,991,076,0000,"4,66%",0,000,000,000,000,"0,00%","0,00%",0,"0,00%","7,65%","6.595,79","942.527.000,00",000,"-0,83%"
530,TUPY3,1970,999,121,0540,"5,72%",547,206,636,-1007,492,"8,48%","5,40%",215,"11,32%","12,15%","10.307.200,00","2.338.990.000,00",064,"13,22%"
531,FESA3,2750,1003,131,1892,"4,45%",866,423,1659,-2995,854,"11,40%","18,89%",301,"5,88%","13,03%","3.739,63","1.858.840.000,00",027,"10,88%"
532,VLID3,1340,1007,082,0501,"9,61%",366,163,510,-355,516,"9,81%","5,02%",202,"8,98%","8,16%","8.025.830,00","1.160.780.000,00",088,"3,91%"
533,EEEL4,35000,1012,127,3095,"4,54%",646,318,860,-348,833,"35,97%","30,41%",302,"8,32%","12,57%",81395,"2.662.330.000,00",023,"8,80%"
534,ALUP3,1000,1023,174,2280,"2,10%",535,312,412,-194,554,"55,31%","39,85%",279,"16,25%","16,97%","968.008,00","5.064.230.000,00",129,"20,69%"
535,CPLE3,6698,1023,105,1184,"1,97%",499,975,551,-150,639,"21,49%","11,99%",139,"10,07%","10,27%","7.680.100,00","17.451.900.000,00",063,"1,07%"
536,MRSL3,330,1025,099,0883,"0,00%",658,237,1632,628,950,"5,41%","8,69%",278,"4,44%","9,63%",000,"375.151.000,00",016,"7,10%"
537,SBSP3,5740,1028,180,2157,"2,02%",856,5123,613,-207,621,"35,21%","20,99%",118,"14,94%","17,51%","148.373.000,00","21.801.900.000,00",063,"11,29%"
538,CIEL3,780,1028,228,3018,"10,51%",236,346,939,-621,805,"32,13%","29,36%",109,"16,94%","22,18%","116.851.000,00","9.297.950.000,00",109,"-7,59%"
539,TRFO3,453,1032,258,0804,"0,00%",1039,465,552,737,512,"14,58%","7,80%",143,"27,63%","25,01%",000,"76.165.000,00",026,"16,47%"
540,BESP3,33000,1038,247,0000,"0,00%",0,000,000,000,000,"0,00%","0,00%",0,"0,00%","23,77%",000,"5.183.100.000,00",000,"1,83%"
541,TCOC4,2720,1043,126,1558,"0,00%",915,265,1014,307,789,"15,37%","14,93%",253,"13,98%","12,06%",000,"2.812.920.000,00",004,"16,71%"
542,EKTR3,2000,1045,148,0808,"5,20%",494,372,608,-149,827,"13,30%","7,73%",166,"9,69%","14,18%",23616,"2.614.100.000,00",146,"-1,33%"
543,HAGA4,159,1049,-023,0802,"0,00%",331,086,-654,-021,-2178,"-12,27%","7,64%",190,"-14,07%","-2,22%","44.729,00","-81.209.100,00",-055,"-7,15%"
544,EKTR4,2015,1053,149,0814,"5,67%",498,375,612,-151,831,"13,30%","7,73%",166,"9,69%","14,18%","2.953,58","2.614.100.000,00",146,"-1,33%"
545,TEND3,2383,1056,191,1336,"3,62%",786,159,697,948,586,"19,17%","12,67%",383,"16,76%","18,06%","26.055.100,00","1.303.330.000,00",057,"24,24%"
546,BRGE3,715,1058,045,18948,"0,02%",162,090,-126,107,282,"-1.501,78%","268,48%",141,"-26,86%","4,21%","3.330,07","1.181.120.000,00",000,"-1,54%"
547,MRVE3,1757,1069,161,1267,"6,10%",532,160,807,-518,982,"15,70%","12,81%",255,"7,02%","15,03%","90.587.000,00","4.854.640.000,00",061,"7,57%"
548,TRFO4,470,1070,268,0835,"0,00%",1078,482,573,765,533,"14,58%","7,80%",143,"27,63%","25,01%",000,"76.165.000,00",026,"16,47%"
549,BESP4,34400,1082,257,0000,"0,00%",0,000,000,000,000,"0,00%","0,00%",0,"0,00%","23,77%",000,"5.183.100.000,00",000,"1,83%"
550,SANB4,2005,1086,204,0000,"5,45%",0,000,000,000,000,"0,00%","0,00%",0,"0,00%","18,77%","359.867,00","73.748.900.000,00",000,"43,25%"
551,EUCA4,625,1089,045,0418,"0,73%",258,"-2.783,02",400,-185,367,"10,44%","4,65%",100,"6,99%","4,12%","515.129,00","1.288.300.000,00",034,"4,72%"
552,BRIV4,805,1098,048,0000,"5,68%",0,000,000,000,000,"0,00%","0,00%",0,"0,00%","4,39%","14.639,00","1.478.470.000,00",000,"11,68%"
553,TGMA3,3105,1105,355,1534,"5,06%",2063,1078,777,4891,746,"19,73%","13,88%",171,"30,98%","32,11%","11.878.200,00","577.735.000,00",039,"4,90%"
554,BBDC3,3125,1106,182,0000,"5,98%",0,000,000,000,000,"0,00%","0,00%",0,"0,00%","16,47%","86.899.300,00","138.313.000.000,00",000,"-15,39%"
555,GRNL4,47000,1109,107,7231,"0,00%",975,804,-6472,1501,-6322,"-11,17%","65,19%",435,"-1,65%","9,69%",000,"93.104.000,00",005,"21,48%"
556,MTSA4,1904,1111,073,0612,"4,20%",526,108,1956,115,675,"3,13%","5,51%",299,"3,87%","6,53%","116.116,00","239.897.000,00",022,"6,67%"
557,ELUM3,3600,1112,150,0940,"0,00%",886,231,1476,251,1002,"6,37%","8,46%",202,"9,40%","13,47%",000,"443.231.000,00",008,"8,40%"
558,ATOM3,155,1115,759,4928,"0,00%",2551,283,1327,1036,942,"37,14%","44,18%",10226,"74,22%","68,01%","62.359,30","4.270.000,00",000,"76,64%"
559,PETR4,2915,1116,124,1180,"4,18%",411,2728,403,-081,455,"29,28%","10,99%",110,"11,24%","11,13%","1.444.480.000,00","306.252.000.000,00",122,"1,21%"
560,GEPA3,4100,1117,209,2757,"5,03%",819,-2419,662,-251,505,"41,66%","24,69%",89,"22,96%","18,70%","3.623,02","1.853.850.000,00",073,"3,58%"
561,CSAN3,6210,1120,255,2013,"1,63%",825,679,1763,-218,1695,"11,42%","20,11%",175,"5,59%","22,79%","68.991.500,00","9.587.870.000,00",123,"9,82%"
562,RIPI3,4801,1123,-2894,-7449,"0,00%",7092,-5955,-879,-1676,-931,"84,70%","-66,31%",87,"-99,10%","-257,61%",000,"-49.103.000,00",-244,"5,82%"
563,CZLT33,2923,1124,139,0526,"0,00%",145,187,310,-029,403,"16,97%","9,14%",158,"5,31%","12,36%",000,"5.691.680.000,00",393,"7,88%"
564,ELEK4,1873,1129,253,0548,"1,78%",1123,356,2371,3842,1716,"2,31%","4,85%",217,"5,83%","22,37%","8.050,30","233.503.000,00",074,"6,98%"
565,RIPI4,4850,1135,-2924,-7525,"0,00%",7164,-6016,-888,-1693,-940,"84,70%","-66,31%",87,"-99,10%","-257,61%",000,"-49.103.000,00",-244,"5,82%"
566,RPAD3,549,1142,047,"1.480,590","0,00%",468,10929,-13344,11921,-13177,"-1.109,55%","12.969,40%",236,"-0,35%","4,12%","7.338,53","989.509.000,00",000,"12,81%"
567,EBCO4,100,1146,080,0330,"0,00%",351,5021,851,-1431,826,"3,88%","2,90%",101,"5,04%","7,00%",000,"828.097.000,00",002,"6,09%"
568,BRIV3,841,1147,050,0000,"0,00%",0,000,000,000,000,"0,00%","0,00%",0,"0,00%","4,39%","19.641,50","1.478.470.000,00",000,"11,68%"
569,TEMP3,415,1164,492,0980,"0,00%",2014,998,1060,1939,774,"9,25%","8,42%",141,"34,49%","42,27%",000,"135.736.000,00",023,"-13,11%"
570,BGIP3,5500,1169,221,0000,"1,29%",0,000,000,000,000,"0,00%","0,00%",0,"0,00%","18,88%","3.284,84","380.893.000,00",000,"16,05%"
571,ITUB3,2996,1170,234,0000,"9,27%",0,000,000,000,000,"0,00%","0,00%",0,"0,00%","19,97%","16.443.400,00","125.769.000.000,00",000,"-14,64%"
572,CBEE3,1850,1177,084,0534,"0,00%",296,-1014,515,-074,682,"10,37%","4,54%",89,"6,42%","7,15%","10.827,20","3.665.090.000,00",112,"3,59%"
573,BBDC4,3337,1181,195,0000,"6,16%",0,000,000,000,000,"0,00%","0,00%",0,"0,00%","16,47%","643.005.000,00","138.313.000.000,00",000,"-15,39%"
574,BRGE5,801,1186,050,21227,"0,00%",181,101,-141,120,266,"-1.501,78%","268,48%",141,"-26,86%","4,21%",39644,"1.181.120.000,00",000,"-1,54%"
575,COCE3,5000,1186,130,0748,"3,74%",460,2669,893,-112,881,"8,38%","6,31%",108,"5,80%","10,98%",23023,"2.988.960.000,00",077,"6,25%"
576,ELEK3,1969,1187,265,0576,"1,69%",1181,375,2492,4038,1788,"2,31%","4,85%",217,"5,83%","22,37%","1.167,93","233.503.000,00",074,"6,98%"
577,BRML3,1557,1191,128,14408,"6,33%",754,2557,2011,-231,2237,"71,65%","129,43%",207,"3,92%","10,74%","95.941.600,00","10.629.400.000,00",026,"-7,78%"
578,ITSA4,1327,1191,214,23330,"8,99%",1729,4134,55528,-3271,13524,"4,20%","195,53%",182,"0,33%","17,97%","229.770.000,00","52.130.000.000,00",009,"0,78%"
579,ITSA3,1329,1193,214,23365,"8,98%",1731,4140,55612,-3276,13544,"4,20%","195,53%",182,"0,33%","17,97%","2.948.620,00","52.130.000.000,00",009,"0,78%"
580,PETR3,3120,1194,133,1263,"1,76%",440,2919,431,-087,472,"29,28%","10,99%",110,"11,24%","11,13%","294.808.000,00","306.252.000.000,00",122,"1,21%"
581,SANB11,4410,1195,224,0000,"4,73%",0,000,000,000,000,"0,00%","0,00%",0,"0,00%","18,77%","76.937.100,00","73.748.900.000,00",000,"43,25%"
582,FIBR3,6630,1203,259,2010,"7,59%",899,959,513,-254,529,"39,18%","16,75%",146,"22,95%","21,57%",000,"14.149.000.000,00",146,"22,71%"
583,EBCO3,105,1203,084,0346,"0,00%",368,5272,894,-1502,868,"3,88%","2,90%",101,"5,04%","7,00%",000,"828.097.000,00",002,"6,09%"
584,GEPA4,4445,1211,226,2989,"4,64%",888,-2623,718,-273,545,"41,66%","24,69%",89,"22,96%","18,70%","38.363,80","1.853.850.000,00",073,"3,58%"
585,CARD3,770,1218,128,0759,"5,27%",655,-7021,963,-287,471,"7,88%","6,23%",97,"8,10%","10,51%","886.257,00","251.518.000,00",049,"-1,95%"
586,LEVE3,2479,1220,241,1240,"8,70%",1325,560,809,2554,700,"15,34%","10,07%",188,"19,49%","19,75%","5.156.150,00","1.320.440.000,00",031,"1,93%"
587,MPLU3,2680,1220,1737,6877,"0,00%",2676,5065,1034,6601,728,"66,52%","56,37%",106,"129,57%","142,40%",000,"250.279.000,00",000,"-18,88%"
588,RPAD6,593,1233,051,"1.599,250","0,00%",506,11805,-14413,12876,-14246,"-1.109,55%","12.969,40%",236,"-0,35%","4,12%","11.097,70","989.509.000,00",000,"12,81%"
589,VALE5,3336,1240,101,1215,"0,00%",451,837,291,-129,283,"41,76%","9,76%",138,"17,94%","8,13%",000,"174.897.000.000,00",040,"14,69%"
590,AMPI3,5500,1241,274,0247,"0,00%",177,568,098,-068,173,"25,18%","15,11%",112,"21,22%","22,09%",000,"240.799.000,00",448,"14,12%"
591,TMGC7,80001,1268,163,1164,"0,00%",1120,677,1785,1196,1652,"6,52%","9,18%",169,"8,73%","12,83%",000,"1.167.010.000,00",005,"10,49%"
592,CSMG3,6849,1282,131,1735,"2,52%",758,1174,741,-295,655,"23,41%","13,53%",163,"10,86%","10,24%","45.371.500,00","6.609.220.000,00",051,"6,86%"
593,WLMM4,1200,1282,105,0413,"1,74%",830,319,1307,491,1088,"3,16%","3,22%",315,"7,31%","8,22%","29.491,70","414.642.000,00",002,"17,74%"
594,KEPL3,2205,1283,127,0970,"0,45%",865,420,1034,556,659,"9,38%","7,56%",176,"9,83%","9,90%","737.676,00","456.590.000,00",010,"-3,87%"
595,ENMT3,3200,1285,333,1456,"3,54%",913,2131,846,-200,1021,"17,21%","11,33%",119,"11,85%","25,93%","6.567,88","2.044.870.000,00",181,"11,48%"
596,AVIL3,093,1297,416,2338,"0,00%",2227,389,1000,902,940,"23,38%","18,01%",514,"40,99%","32,03%",000,"1.106.590.000,00",052,"1,74%"
597,SANB3,2399,1300,244,0000,"4,14%",0,000,000,000,000,"0,00%","0,00%",0,"0,00%","18,77%","234.928,00","73.748.900.000,00",000,"43,25%"
598,DXTG4,368,1302,132,0675,"0,00%",689,244,626,748,633,"10,78%","6,60%",277,"12,31%","10,10%",000,"768.999.000,00",004,"8,30%"
599,MYPK4,3179,1303,145,0482,"0,00%",488,461,722,-202,699,"6,68%","4,73%",136,"8,33%","11,10%",000,"3.379.610.000,00",099,"12,32%"
600,NEOE3,2130,1308,139,0930,"2,71%",487,611,609,-120,797,"15,26%","7,36%",151,"9,06%","10,63%","38.516.600,00","18.601.500.000,00",123,"20,22%"
601,NEOE3,2130,1308,139,0930,"2,71%",487,611,609,-120,797,"15,26%","7,36%",151,"9,06%","10,63%","38.516.600,00","18.601.500.000,00",123,"20,22%"
602,SFSA4,440,1310,082,0000,"0,00%",0,000,000,000,000,"0,00%","0,00%",0,"0,00%","6,25%",000,"739.524.000,00",000,"0,15%"
603,EQTL3,2064,1313,314,1272,"0,92%",616,526,550,-127,752,"23,12%","11,43%",169,"13,78%","23,93%","119.342.000,00","6.635.790.000,00",250,"20,21%"
604,GETI3,1445,1319,344,1916,"0,00%",1314,-1563,698,-319,676,"27,43%","14,52%",71,"22,70%","26,09%",000,"1.601.130.000,00",086,"13,39%"
605,GETI4,1446,1320,344,1917,"0,00%",1315,-1564,699,-320,676,"27,43%","14,52%",71,"22,70%","26,09%",000,"1.601.130.000,00",086,"13,39%"
606,VULC3,779,1328,184,1429,"0,00%",1385,314,1360,399,869,"10,50%","10,76%",391,"11,25%","13,82%","3.402.670,00","1.042.570.000,00",004,"10,22%"
607,CEEB5,3608,1341,188,1272,"0,00%",513,1327,783,-101,972,"16,24%","9,48%",121,"7,11%","14,04%","1.340,40","5.021.360.000,00",149,"4,38%"
608,RGEG3,300,1342,160,0770,"0,00%",609,-9828,623,-176,1170,"12,36%","5,74%",98,"11,69%","11,90%",000,"1.915.180.000,00",115,"10,09%"
609,RAPT3,898,1349,183,0619,"2,11%",493,130,571,-906,612,"10,83%","5,84%",272,"13,33%","13,58%","26.304,90","1.695.280.000,00",169,"13,08%"
610,ITUB4,3480,1359,271,0000,"7,98%",0,000,000,000,000,"0,00%","0,00%",0,"0,00%","19,97%","682.652.000,00","125.769.000.000,00",000,"-14,64%"
611,NAFG4,7001,1359,315,1228,"1,40%",1409,814,833,"-5.726,07",714,"14,74%","8,97%",146,"19,65%","23,16%",000,"301.933.000,00",059,"9,16%"
612,NAFG3,7100,1378,319,1245,"1,38%",1429,826,845,"-5.807,05",723,"14,74%","8,97%",146,"19,65%","23,16%",16512,"301.933.000,00",059,"9,16%"
613,WLMM3,1300,1389,114,0448,"1,46%",899,346,1416,532,1186,"3,16%","3,22%",315,"7,31%","8,22%","6.073,51","414.642.000,00",002,"17,74%"
614,PSSA3,6000,1390,241,1087,"3,53%",620,424,136,-1108,064,"79,78%","7,79%",127,"67,34%","17,35%","42.267.800,00","8.040.870.000,00",000,"87,27%"
615,BAUH4,6801,1394,489,2029,"0,71%",3228,1231,2389,1426,2059,"8,50%","14,56%",186,"24,85%","35,10%","63.572,50","72.604.000,00",000,"12,74%"
616,PEAB4,4900,1398,120,1605,"8,73%",933,291,1589,395,1135,"10,10%","11,51%",340,"8,32%","8,57%","1.316,23","525.543.000,00",000,"10,00%"
617,ARCE3,5400,1401,260,2461,"0,00%",1726,1133,889,10203,907,"27,70%","19,46%",197,"22,04%","18,59%",000,"13.495.400.000,00",017,"48,47%"
618,SLCE3,1920,1402,134,1217,"4,93%",532,383,817,-382,892,"14,90%","8,64%",147,"7,95%","9,55%","17.412.700,00","2.733.090.000,00",078,"19,10%"
619,ENMT4,3500,1406,364,1593,"3,24%",999,2331,926,-219,1085,"17,21%","11,33%",119,"11,85%","25,93%","16.093,90","2.044.870.000,00",181,"11,48%"
620,TMGC11,90000,1426,183,1309,"0,00%",1260,762,2008,1346,1875,"6,52%","9,18%",169,"8,73%","12,83%",000,"1.167.010.000,00",005,"10,49%"
621,PEAB3,5000,1427,122,1638,"7,78%",952,297,1622,403,1168,"10,10%","11,51%",340,"8,32%","8,57%","1.973,65","525.543.000,00",000,"10,00%"
622,CEEB3,3850,1431,201,1357,"10,77%",547,1416,836,-108,1009,"16,24%","9,48%",121,"7,11%","14,04%","14.447,80","5.021.360.000,00",149,"4,38%"
623,TNCP4,18260,1442,249,3091,"0,00%",1696,5265,1185,-2230,872,"26,08%","21,44%",115,"16,48%","17,29%",000,"13.081.500.000,00",009,"97,79%"
624,CEPE6,1920,1451,089,0319,"7,08%",181,810,311,-034,821,"10,25%","2,20%",109,"6,59%","6,10%",000,"1.618.100.000,00",296,"1,47%"
625,TNCP3,18485,1459,252,3129,"0,00%",1717,5330,1200,-2258,883,"26,08%","21,44%",115,"16,48%","17,29%",000,"13.081.500.000,00",009,"97,79%"
626,UNIP6,2994,1464,230,0959,"0,86%",837,642,623,-306,501,"15,39%","6,30%",161,"16,37%","15,71%","3.620.060,00","1.324.090.000,00",058,"49,37%"
627,KSSA3,533,1466,140,0916,"0,00%",406,172,562,673,1230,"16,31%","8,42%",147,"7,67%","9,58%",000,"553.026.000,00",180,"40,68%"
628,UNIP5,3009,1471,231,0964,"0,86%",841,645,626,-308,504,"15,39%","6,30%",161,"16,37%","15,71%","30.400,10","1.324.090.000,00",058,"49,37%"
629,CPFE3,3159,1476,267,1273,"1,34%",816,3800,800,-186,907,"15,91%","8,96%",109,"11,91%","18,07%","73.992.400,00","13.649.400.000,00",149,"11,78%"
630,ELUM4,4790,1479,199,1251,"0,00%",1178,307,1964,334,1490,"6,37%","8,46%",202,"9,40%","13,47%",000,"443.231.000,00",008,"8,40%"
631,UNIP3,3028,1480,233,0970,"0,77%",847,649,630,-310,507,"15,39%","6,30%",161,"16,37%","15,71%","109.480,00","1.324.090.000,00",058,"49,37%"
632,TCOC3,3885,1490,180,2225,"0,00%",1307,378,1448,439,1223,"15,37%","14,93%",253,"13,98%","12,06%",000,"2.812.920.000,00",004,"16,71%"
633,COCE5,6300,1495,164,0942,"2,97%",579,3363,1125,-141,1031,"8,38%","6,31%",108,"5,80%","10,98%","2.535.480,00","2.988.960.000,00",077,"6,25%"
634,VIVT3,4630,1502,111,1780,"7,26%",707,4593,1161,-405,515,"15,33%","11,86%",109,"6,81%","7,38%","2.340.600,00","70.612.300.000,00",019,"2,90%"
635,LLIS3,1585,1506,037,0814,"3,00%",188,2926,"1.378,98",-077,1685,"0,06%","2,08%",103,"0,02%","2,46%","420.666,00","2.202.920.000,00",079,"-1,07%"
636,RDCD3,3516,1507,1474,7936,"0,00%",925,2114,1340,2270,1426,"59,23%","52,65%",105,"6,97%","97,78%",000,"1.605.520.000,00",104,"12,16%"
637,TMGC13,96614,1531,196,1406,"0,00%",1353,818,2156,1445,2023,"6,52%","9,18%",169,"8,73%","12,83%",000,"1.167.010.000,00",005,"10,49%"
638,BEMA3,1080,1532,122,1293,"0,00%",808,318,1434,1145,811,"9,01%","8,44%",266,"6,96%","7,95%",000,"457.342.000,00",019,"10,58%"
639,CAMB4,602,1535,357,1114,"0,00%",1028,2671,1127,-405,1064,"9,88%","7,26%",109,"9,92%","23,24%","301.217,00","70.840.000,00",095,"-7,11%"
640,ENAT3,1379,1536,131,3643,"13,83%",830,261,1465,1343,421,"24,87%","23,72%",387,"9,01%","8,54%","8.925.490,00","2.795.640.000,00",009,"18,47%"
641,SPRI5,930,1537,060,0000,"0,00%",555,000,-1137,000,-980,"0,00%","0,00%",0,"0,00%","3,91%",38433,"39.160.000,00",000,"-42,88%"
642,PCAR5,6712,1541,166,0337,"0,00%",426,308,514,-171,426,"6,56%","2,02%",139,"15,36%","10,75%",000,"10.860.000.000,00",141,"-8,51%"
643,EGIE3,4677,1555,504,4098,"1,24%",1368,3256,999,-241,1091,"41,04%","26,37%",135,"14,90%","32,43%","56.187.600,00","7.567.780.000,00",184,"10,37%"
644,ELPL6,3020,1556,176,0428,"0,00%",255,1520,431,-042,504,"9,93%","2,75%",107,"6,64%","11,29%",000,"3.445.110.000,00",125,"3,10%"
645,POMO3,333,1557,141,0723,"4,44%",612,243,1373,"2.492,42",1282,"5,26%","4,88%",183,"6,20%","9,07%","346.075,00","2.233.070.000,00",080,"13,05%"
646,GOAU3,731,1565,078,0194,"1,89%",150,085,238,-099,372,"8,16%","3,55%",213,"7,31%","5,01%","681.263,00","10.143.400.000,00",153,"-0,07%"
647,ELPL5,3050,1572,178,0433,"0,00%",258,1535,436,-043,507,"9,93%","2,75%",107,"6,64%","11,29%",000,"3.445.110.000,00",125,"3,10%"
648,ILMD3,2900,1573,263,0683,"0,00%",1395,570,1413,753,1313,"4,84%","4,92%",160,"12,52%","16,69%",000,"658.715.000,00",002,"0,65%"
649,CRTP5,6210,1598,171,1748,"0,00%",1127,398,1409,588,1248,"12,40%","10,94%",214,"12,36%","10,68%",000,"1.210.570.000,00",012,"10,11%"
650,RAPT4,1079,1621,220,0743,"1,76%",592,156,686,-1089,703,"10,83%","5,84%",272,"13,33%","13,58%","31.844.000,00","1.695.280.000,00",169,"13,08%"
651,ILMD4,3000,1628,272,0707,"0,00%",1443,589,1462,779,1362,"4,84%","4,92%",160,"12,52%","16,69%",000,"658.715.000,00",002,"0,65%"
652,KROT4,512,1629,052,1200,"0,00%",257,498,967,-066,967,"12,41%","7,31%",176,"2,75%","3,22%",000,"16.062.500.000,00",070,"8,00%"
653,DURA4,3139,1635,222,2182,"0,00%",1224,1724,1012,-1049,1147,"21,56%","13,39%",127,"14,38%","13,59%",000,"1.789.980.000,00",052,"10,94%"
654,BRGE6,1110,1643,069,29416,"6,04%",251,140,-196,167,212,"-1.501,78%","268,48%",141,"-26,86%","4,21%",29656,"1.181.120.000,00",000,"-1,54%"
655,PTNT3,800,1648,175,0688,"2,21%",685,534,1261,-2161,824,"5,46%","6,83%",136,"6,81%","10,62%",000,"219.520.000,00",055,"3,59%"
656,SPRI3,998,1650,064,0000,"0,00%",596,000,-1220,000,-1065,"0,00%","0,00%",0,"0,00%","3,91%","6.879,07","39.160.000,00",000,"-42,88%"
657,GGBR3,1429,1652,090,0599,"1,96%",463,265,733,-306,679,"8,18%","3,67%",213,"7,33%","5,45%","869.808,00","27.282.400.000,00",057,"-0,07%"
658,PATI3,2150,1653,092,0369,"3,78%",421,084,815,197,750,"4,53%","2,23%",297,"9,19%","5,59%","1.444,21","425.541.000,00",072,"14,74%"
659,TXRX3,344,1657,-005,0151,"0,00%",84,-005,549,-003,2639,"2,74%","0,91%",16,"2,41%","-0,29%",27774,"-305.523.000,00",-063,"4,21%"
660,DURA3,3190,1662,226,2218,"0,00%",1244,1752,1029,-1066,1164,"21,56%","13,39%",127,"14,38%","13,59%",000,"1.789.980.000,00",052,"10,94%"
661,SULA4,1580,1663,268,0878,"1,63%",667,190,2286,-1816,432,"3,84%","5,28%",197,"7,30%","16,14%","16.960,10","6.959.350.000,00",030,"9,90%"
662,DPPI3,8500,1665,499,-1453,"0,00%",3753,870,19072,975,17718,"-0,76%","-5,04%",314,"3,00%","29,97%",000,"545.227.000,00",006,"15,14%"
663,TIET4,250,1666,326,2509,"6,64%",634,1943,692,-110,778,"36,24%","15,06%",116,"13,44%","19,58%","816.381,00","1.529.330.000,00",276,"-39,54%"
664,POMO4,357,1669,151,0775,"4,14%",656,260,1472,"2.672,06",1357,"5,26%","4,88%",183,"6,20%","9,07%","17.888.800,00","2.233.070.000,00",080,"13,05%"
665,GOAU4,780,1670,084,0207,"1,77%",160,091,254,-106,382,"8,16%","3,55%",213,"7,31%","5,01%","81.992.800,00","10.143.400.000,00",153,"-0,07%"
666,TIET11,1265,1686,330,2539,"6,56%",642,1966,701,-112,784,"36,24%","15,06%",116,"13,44%","19,58%","12.516.600,00","1.529.330.000,00",276,"-39,54%"
667,HYPE3,3330,1705,244,6392,"3,35%",1942,870,3449,1305,2788,"18,54%","37,50%",273,"6,64%","14,29%","53.340.700,00","8.641.610.000,00",006,"-0,46%"
668,ENEV3,3810,1705,184,4345,"0,00%",925,961,1581,-305,1308,"27,49%","25,50%",198,"6,86%","10,79%","49.548.800,00","6.533.980.000,00",082,"20,45%"
669,FRAS3,466,1719,129,0753,"7,36%",622,249,1108,-1504,804,"6,80%","4,09%",215,"7,01%","7,52%","237.454,00","784.832.000,00",052,"12,17%"
670,RPAD5,830,1726,071,"2.238,410","4,92%",708,16522,-20174,18022,-20007,"-1.109,55%","12.969,40%",236,"-0,35%","4,12%","1.319,33","989.509.000,00",000,"12,81%"
671,BMTO4,757,1727,207,0000,"0,00%",2030,000,"-2.625,16",000,"-1.477,48","0,00%","0,00%",0,"0,00%","12,00%",000,"1.046.320.000,00",000,"0,00%"
672,SEER3,2331,1744,228,2409,"10,96%",1198,681,1215,-810,746,"19,83%","13,81%",217,"12,56%","13,06%","14.759.400,00","1.317.110.000,00",015,"6,22%"
673,BFIT4,093,1755,196,0000,"0,00%",0,000,000,000,000,"0,00%","0,00%",0,"0,00%","11,15%",000,"1.849.420.000,00",000,"35,67%"
674,CEPE5,2327,1758,107,0387,"5,31%",219,981,377,-042,863,"10,25%","2,20%",109,"6,59%","6,10%","2.456,86","1.618.100.000,00",296,"1,47%"
675,MLFT4,2239,1783,130,2643,"0,00%",361,273,512,-131,690,"51,61%","33,48%",394,"8,16%","7,26%",000,"1.519.490.000,00",149,"4,17%"
676,BMTO3,782,1784,214,0000,"0,00%",2097,000,"-2.711,85",000,"-1.526,30","0,00%","0,00%",0,"0,00%","12,00%",000,"1.046.320.000,00",000,"0,00%"
677,EALT3,1404,1789,191,1069,"0,90%",852,1923,1451,-407,1315,"7,37%","5,98%",115,"6,36%","10,67%","33.697,90","165.525.000,00",050,"22,44%"
678,TIET3,270,1799,352,2710,"6,15%",685,2098,748,-119,817,"36,24%","15,06%",116,"13,44%","19,58%","239.928,00","1.529.330.000,00",276,"-39,54%"
679,UCOP4,650,1801,130,19050,"0,00%",844,514,2270,-861,4156,"83,92%","110,51%",1337,"3,91%","7,23%",000,"972.713.000,00",016,"9,25%"
